Date,Title,Subtitle,Author,Publication,Minutes
2021-04-13 11:10:00+00:00,What is a Transformer?,An Introduction to Transformers and Sequence-to-Sequence Learning for Machine Learning,Maxime,Inside Machine learning ,13
2021-04-13 11:10:00+00:00,The 70–20–10 System Will Help You Make Really Cool Stuff,"Even you don't think you're aware of Jonathan Mann, you probably have heard one of his songs at some point…",Amy Shearn,Forge ,2
2021-04-13 11:10:00+00:00,The Key to Achieving Your Goals Is Controlled Failure,3 strategies for making mistakes you can learn from,Kristin Wong,Forge ,5
2021-04-13 11:10:00+00:00,A Q&A With My Comments Submitted by White Readers,"Like many writers, I tend not to respond to comments. But it's time for some exceptions.",Scott Woods,LEVEL ,7
2021-04-13 11:10:00+00:00,What I Learned Caring for a Great Man,How working as a caretaker for one of literature's towering figures taught me to think for myself,Nicole Peeler,GEN ,9
2021-04-13 11:10:00+00:00,An Update About Humungus,"It's been a busy couple of weeks, so I thought I'd check in…",John DeVore,Humungus ,4
2021-04-12 11:10:00+00:00,Understanding Maximum Likelihood Estimation,"Let's say you collect some data from some distribution. As you might know, each distribution is just a…",Bobby Lindsey,Towards Data Science ,4
2021-04-12 11:10:00+00:00,7 Free Online Resources For NLP Lovers,Be Sure To Bookmark Them,Kurtis Pykes,Towards AI ,5
2021-04-12 11:10:00+00:00,I Almost Got Fired for Choosing React in Our Enterprise App,"React was supposed to ease our development. Instead, it created roadblocks",Razvan Dragomir,Better Programming ,8
2021-04-12 11:10:00+00:00,Gradient Descent Update rule for Multiclass Logistic Regression,"Deriving the softmax function, and cross-entropy loss, to get the general update rule for multiclass logistic…",adam dhalla,Artificial Intelligence in Plain English ,8
2021-04-12 11:10:00+00:00,NLP Zero to One: Basics (Part 1/30),Natural Language and Computational Linguistics.,Kowshik chilamkurthy,Nerd For Tech ,3
2021-04-12 11:10:00+00:00,Book Writing Pattern Analysis,Get started with NLTK and Python text analysis with a use case.,Andrew Zhu,Towards Data Science ,4
2021-04-12 11:10:00+00:00,Sketch the Curve: sinh(ln x),"The solution is a cinch. Hahahaha. Okay, sorry.",Adam Hrankowski,MathAdam ,3
2021-04-12 11:10:00+00:00,How I Addressed a Class Imbalance Problem using Bagging Classifier,On an Agricultural dataset,Tracyrenee,Artificial Intelligence in Plain English ,6
2021-04-12 11:10:00+00:00,Choosing the Right Tools for Data Visualization,"A conversation about favourites, how to approach learning a new tool, and why data sketching could change…",Duncan Geere,Nightingale ,8
2021-04-12 11:10:00+00:00,A Good Drug for a Bad World,Why ketamine is just right for these dissociative times,P.E. Moskowitz,Elemental ,18
2021-04-12 11:10:00+00:00,How to Deal with Coercive Suicide Threats,Suicide threats can be a form of abuse called coercive control,Chelsey Burden,Better Humans ,9
2021-04-11 11:10:00+00:00,Top 9 Data Science Projects for a Beginner in 2020,The ultimate project list for new skills and strengthen your portfolio,Rashi Desai,Towards Data Science ,8
2021-04-11 11:10:00+00:00,Data Preprocessing: A Practical Guide,Understand it thoroughly by preprocessing - Titanic Dataset,Bala Kowsalya,Data Science Everywhere ,7
2021-04-11 11:10:00+00:00,Building a Malaria Classifier with Keras: Background & Implementation,Tackling a global health crisis with AI,Adrian Yijie Xu,GradientCrescent ,7
2021-04-11 11:10:00+00:00,Best Python Libraries to Perform Web Scraping,"Libraries, available in Python for your business's web scraping needs.",Claire D. Costa,Analytics Vidhya ,9
2021-04-11 11:10:00+00:00,What you need to know about the Data Scientist role in 2021,"A brief breakdown of the education, technical skills and salary for data scientists in 2021",Rugare Maruzani,CodeX ,4
2021-04-11 11:10:00+00:00,A Simple Tip to Help Your Knees Enjoy Squats,"Sick of the snap, crackle, pop? Try this small but powerful tweak.",Anna Maltby,Elemental ,2
2021-04-11 11:10:00+00:00,A Glute-Wake-Up Exercise Every Runner (and Frequent Sitter) Should Know,Is your butt dead? This move will bring it back to life.,Anna Maltby,Elemental ,3
2021-04-11 11:10:00+00:00,How to Combine Cardio and Weight Training to Overcome the Interference Effect,Cardio might interfere with muscle-building. But the research also points to ways you can combine them and…,Dhimant Indrayan,Better Humans ,13
2021-04-11 11:10:00+00:00,'Kid 90' and the Pull of the Last Great American Decade,The Clinton years aren't what we really miss - it's the power of being older and knowing better,Jude Ellison S. Doyle,GEN ,6
2021-04-11 11:10:00+00:00,The Gods Must Be Boring,Zack Snyder's 'Justice League' is an enjoyable epic about all-powerful hotties,John DeVore,Humungus ,9
2021-04-10 11:10:00+00:00,11 Essential Code Blocks for EDA (Exploratory Data Analysis) - Regression Task,A practical guide to exploring any data science project and gain valuable insights,Susan Maina,Towards Data Science ,9
2021-04-10 11:10:00+00:00,The Framingham Heart Study: Decision Trees,Using decision trees to predict the 10 year risk of developing Coronary Heart Disease,Natassha Selvaraj,The Startup ,9
2021-04-10 11:10:00+00:00,How to deal with Unbalanced Dataset in Binary Classification - Part 1,Re-Sampling procedures with Python,Valentina Alto,DataSeries ,6
2021-04-10 11:10:00+00:00,25 Useful Python One-Liners That You Should know,That makes python immortal,Abhay Parashar,Level Up Coding ,6
2021-04-10 11:10:00+00:00,Datacast Episode 57: Building Data Science Projects with Pier Paolo-Ippolito,Datacast's 57th Episode,James Le,Data Notes ,3
2021-04-10 11:10:00+00:00,React Context: Why am I getting unnecessary re-renders?,A guide to understanding React Context,Daniel Afonso,JavaScript in Plain English ,3
2021-04-10 11:10:00+00:00,The Beginner's Guide to Choropleth Maps in Python,using GeoPandas and Matplotlib,Muntasir Wahed,Analytics Vidhya ,7
2021-04-10 11:10:00+00:00,Understanding the Mathematics of Higher Dimensions,A Visual Proof of Euclidean Distance for 4+ Dimensions,Andre Ye,Analytics Vidhya ,4
2021-04-10 11:10:00+00:00,Scaling vs. Normalizing Data,Understanding When to Apply One or the Other…,Lawrence Alaso Krukrubo,Towards AI ,8
2021-04-10 11:10:00+00:00,"Stuck at Home, I Started Dating My Roommate","How bad could one little bad idea be, in the storm of all things bad in 2020?",Mana Gale,The Bold Italic ,5
2021-04-10 11:10:00+00:00,"Bye Forever to the Office. Hello, Drop-In 'Collaboration Spaces.'",What to expect when we get to see our co-workers again,Flora Tsapovsky,The Bold Italic ,6
2021-04-10 11:10:00+00:00,I Asked My Wi-Fi Fairy Godmother for Tech Help and She Wound up Fixing All the…,A year into the pandemic I finally found the help I didn't know I needed,Adrienne Samuels Gibbs,Debugger ,9
2021-04-10 11:10:00+00:00,The Moon Landing Hoax Theory Started as a Joke,A freelance writer sowed doubts about the Apollo mission - laying the groundwork for 9/11 truthers…,Darryn King,GEN ,15
2021-04-10 11:10:00+00:00,"Why the sky is blue, according to science","If you've ever wondered where it gets its blue color from, physics has you covered.",Ethan Siegel,Starts With A Bang! ,6
2021-04-10 11:10:00+00:00,Ask Ethan #61: How far does gravity reach?,"Despite it's reputation as an ""infinite range"" force, the realities of our Universe place a limit on its…",Ethan Siegel,Starts With A Bang! ,6
2021-04-09 11:10:00+00:00,Conjugate Prior Explained,With examples & proofs,Aerin Kim,Towards Data Science ,4
2021-04-09 11:10:00+00:00,This Recruitment Website Publicly Exposes User Data,I found salary expectations for over a thousand users,Jacob Bergdahl,JavaScript in Plain English ,4
2021-04-09 11:10:00+00:00,Top 5 Machine Learning Algorithms Explained,Exploring the most popular data science methods along with their applications.,Benedict Neo,bitgrit Data Science Publication ,14
2021-04-09 11:10:00+00:00,JupyterLab 3.0 is released!,The 3.0 release of JupyterLab brings many new features to users and substantial improvements to the extension…,Jeremy Tuloup,Jupyter Blog ,5
2021-04-09 11:10:00+00:00,7 Best Python Libraries You Shouldn't Miss in 2021,Python libraries ease the need of writing codes from the very beginning. Python is among one of the most…,Mark Taylor,Geek Culture ,4
2021-04-09 11:10:00+00:00,Getting Started With List Comprehension In Python 3.9.1,Cleaning up your Python code!,Bryan Dijkhuizen,Python in Plain English ,2
2021-04-09 11:10:00+00:00,5 Books Every Data Scientist Should Read in 2021,Not sure what to read in2021 reading list? Stick to the essentials.,Arthur Mello,Curious ,4
2021-04-09 11:10:00+00:00,Basic clinical research in RStudio,A step by step guide for the Clinician using the Framingham cohort,Santiago Rodrigues Manica,EvidentEBM ,6
2021-04-09 11:10:00+00:00,5 Most Asked Questions During a Data Scientist Interview at Facebook,Analyzing nearly 300 personal experiences of those who have gone through the Data Scientist interview at…,Christopher Zita,Analytics Vidhya ,7
2021-04-09 11:10:00+00:00,Why Machines Will Never Feel Empathy: A Q&A With MIT's Sherry Turkle,"The pathbreaking MIT professor on her new memoir, and the past, present, and future of our efforts to make…",Hope Reese,OneZero ,11
2021-04-09 11:10:00+00:00,I Broke Amazon's API to Make Alexa Start a Conversation You'd Never Want to…,"'Alexa, Call Mom!' watches, listens, and exploits your grief for capitalistic gain",Nouf Aljowaysir,OneZero ,7
2021-04-09 11:10:00+00:00,Facebook Scraped 1 Billion Pictures From Instagram to Train Its A.I. - But…,"The team purposely excluded Instagram images from the European Union, likely because of GDPR",Dave Gershgorn,OneZero ,3
2021-04-09 11:10:00+00:00,"Anxiety Is in Your Body, Not Your Mind",Why you might want to stop talking about your anxiety and try this instead,Emma Pattee,Elemental ,7
2021-04-09 11:10:00+00:00,Should People With an Autoimmune Condition Get a Covid-19 Vaccine?,"Your questions about safety and efficacy, answered",Mo Perry,Elemental ,8
2021-04-08 11:10:00+00:00,New to Data Visualization? Start with New York City,How I used New York's wealth of publicly available data along with Plotly and Pandas to develop my data…,Thomas Hikaru Clark,Towards Data Science ,7
2021-04-08 11:10:00+00:00,Word2Vec: CBOW And Skip-Gram,"CBOW or Skip-Gram, which is more better?",Dr. Monica,MLearning.ai ,3
2021-04-08 11:10:00+00:00,Sentiment Analysis with Logistic Regression,📌 Logistic Regression is a classification that serves to solve the binary classification problem. The result…,Buse Yaren Tekin,Towards AI ,6
2021-04-08 11:10:00+00:00,How to Summarize Text With Google's T5,How to use cutting-edge NLP in text summarization,James Briggs,Better Programming ,3
2021-04-08 11:10:00+00:00,Detecting breast cancer in histopathological images using Deep Learning,Breast cancer has the second highest mortality rate in women next to lung cancer. As per clinical statistics…,Viridiana Romero Martinez,DataDrivenInvestor ,5
2021-04-08 11:10:00+00:00,How to generate Gaussian samples,Part 3: The central limit theorem,Khanh Nguyen,MTI Technology ,11
2021-04-08 11:10:00+00:00,Remote Workers Are Still Making Rookie Mistakes That Lead to Burnout,"Readers weigh in on the great WFH experiment, a year into the pandemic",Marker Editors,Marker ,2
2021-04-08 11:10:00+00:00,"Prince Harry Lands New Job at San Francisco-Based Startup, BetterUp","'The Crown' meets Silicon Valley, and we're here for it",Matt Charnock,The Bold Italic ,3
2021-04-08 11:10:00+00:00,"""Black creativity and community made Clubhouse the destination it is.""","Over the past few months, the popularity of Clubhouse, the invite-only, live-audio app, has reached a fever…",Marker Editors,Marker ,2
2021-04-07 11:10:00+00:00,Maximum Likelihood Estimation Explained - Normal Distribution,Wikipedia defines Maximum Likelihood Estimation (MLE) as follows:,Marissa Eppes,Towards Data Science ,8
2021-04-07 11:10:00+00:00,Moment Generating Function Tutorial,A tutorial diving into the Moment Generation Function for probability distribution with a complete derivation…,Towards AI Team,Towards AI ,7
2021-04-07 11:10:00+00:00,Using Python for Frontend,Different ways to create frontend apps with Python,Fernando Doglio,Bits and Pieces ,8
2021-04-07 11:10:00+00:00,Graphing mortality,Emulating the Office for National Statistics graph of mortality,Anthony B. Masters,Towards Data Science ,3
2021-04-07 11:10:00+00:00,"ANALYSIS OF AIRBNB DATA: THE INFLUENCE OF TIME, DAY OF WEEK, AND CLIENT…","In this story, we will investigate a dataset from Airbnb, which can be found in this link.",Vagner Vaguin,Becoming Human: Artificial Intelligence Magazine ,4
2021-04-07 11:10:00+00:00,Markov Chain Monte Carlo,A visual interpretation with Python,Valentina Alto,Analytics Vidhya ,5
2021-04-07 11:10:00+00:00,NLP Guide: Identifying Part of Speech Tags using Conditional Random Fields,"POS tagging is the process of marking up a word in a corpus to a corresponding part of speech tag, based on…",Aiswarya Ramachandran,Analytics Vidhya ,6
2021-04-07 11:10:00+00:00,Bayes theorem using Venn diagrams:,A Beginner-friendly approach,Anoop M,Analytics Vidhya ,13
2021-04-07 11:10:00+00:00,"Goodreads Is Retiring Its Current API, and Book-Loving Developers Aren't Happy",'Now there's just no point',Angela Lashbrook,Debugger ,6
2021-04-07 11:10:00+00:00,"If You Want Your Relationship to Last, Tell Your Moms to Mind Her Business","In the words of Ginuwine: ""Ain't none of your friends' business""",Elisabeth Ovesen,LEVEL ,5
2021-04-07 11:10:00+00:00,How I Got My Husband to Actually Do His Share of the Housework,"Yes, men are helping out around the house more-but women are still stuck with most of the planning",Gemma Hartley,Forge ,11
2021-04-07 11:10:00+00:00,My Mom's Quest to Arrange Marriage Didn't Stop in Quarantine,I helped my sister get out of my mother's matchmaking schemes,The Bold Italic Editors,The Bold Italic ,5
2021-04-06 11:10:00+00:00,A Gentle Introduction To Math Behind Neural Networks,Let's dive into the Mathematics behind Neural Networks and Deep Learning,Dasaradh S K,Towards Data Science ,6
2021-04-06 11:10:00+00:00,The Color Theory of Nail Polish Names,A rose by any other name is Grenadine Cascade?,Nancy Organ,Nightingale ,6
